id,node_color,vuln_color,hygiene_color,node_value,type,vuln_score,hygiene_score
pydocstyle,#d500f9,#d500f9,#d500f9,3,3,0,-1
mlflow,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-htmlhelp,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
imagesize,#74b9ff,#74b9ff,#ff4081,1,1,0,7
sphinxcontrib-qthelp,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sphinxcontrib-websupport,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-serializinghtml,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
types-typed-ast,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-devhelp,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
snowballstemmer,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
clickhouse-connect,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
apache-superset,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
orjson,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
docker,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pycares,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
fqdn,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
xformers,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pyre-extensions,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pyspnego[kerberos],#d500f9,#d500f9,#d500f9,3,3,0,-1
aiosqlite,#74b9ff,#74b9ff,#ff4081,1,1,0,6
mariadb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mysql-connector-python,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pymssql,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
asyncpg,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
psycopg,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sqlcipher3-binary,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mysqlclient,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
psycopg2cffi,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
psycopg[binary],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aioodbc,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
asyncmy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyodbc,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cx-oracle,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
oracledb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pycparser,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
gradio,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ffmpy,#d500f9,#d500f9,#d500f9,3,3,0,-1
aiofiles,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
typer[all],#d500f9,#d500f9,#d500f9,3,3,0,-1
uvicorn,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
gradio-client,#d500f9,#d500f9,#d500f9,3,3,0,-1
semantic-version,#d500f9,#d500f9,#d500f9,3,3,0,-1
markupsafe,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pydub,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
texext,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sympy,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sphinxtesters,#d500f9,#d500f9,#d500f9,3,3,0,-1
nvidia-cusparse-cu12,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nvidia-nvjitlink-cu12,#d500f9,#d500f9,#d500f9,3,3,0,-1
hunter,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
manhole,#d500f9,#d500f9,#d500f9,3,3,0,-1
zest.releaser,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
zope.testrunner,#d500f9,#d500f9,#d500f9,3,3,0,-1
pep440,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
readme-renderer[md],#d500f9,#d500f9,#d500f9,3,3,0,-1
wsaccel,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
websockets,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pydeck,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pydeck-carto,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-version-warning,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
marisa-trie,#d500f9,#d500f9,#d500f9,3,3,0,-1
emoji,#d500f9,#d500f9,#d500f9,3,3,0,-1
tinydb,#d500f9,#d500f9,#d500f9,3,3,0,-1
artagger,#d500f9,#d500f9,#d500f9,3,3,0,-1
epitran,#d500f9,#d500f9,#d500f9,3,3,0,-1
gensim,#d500f9,#d500f9,#d500f9,3,3,0,-1
sklearn-crfsuite,#d500f9,#d500f9,#d500f9,3,3,0,-1
deepcut,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyicu,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-datasets,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
opencv-python,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
tensorflow-io,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-metadata,#d500f9,#d500f9,#d500f9,3,3,0,-1
pretty-midi,#d500f9,#d500f9,#d500f9,3,3,0,-1
future,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
futures,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-data-validation,#d500f9,#d500f9,#d500f9,3,3,0,-1
mako,#d500f9,#d500f9,#d500f9,3,3,0,-1
mwparserfromhell,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
crepe,#d500f9,#d500f9,#d500f9,3,3,0,-1
promise,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
bz2file,#d500f9,#d500f9,#d500f9,3,3,0,-1
bleach,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
webencodings,#74b9ff,#74b9ff,#ff4081,1,1,0,6
tinycss2,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
comm,#e91e63,#74b9ff,#e91e63,1,1,0,10
diff-cover,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
awscrt,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
geopandas,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pyasn1-modules,#e91e63,#74b9ff,#e91e63,1,1,0,10
pyu2f,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-mypy-plugins,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
argon2-cffi-bindings,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
cogapp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
argcomplete,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
gmpy2,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mpmath,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
scikit-umfpack,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-panels,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sphinx_book_theme,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx_thebe,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
folium,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-bibtex,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nbclient,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
sphinx-thebe,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
onnxruntime-tools,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
onnx,#d500f9,#d500f9,#d500f9,3,3,0,-1
coloredlogs,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
py3nvml,#d500f9,#d500f9,#d500f9,3,3,0,-1
clarifai,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
clarifai-grpc,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pyproject-hooks,#e91e63,#74b9ff,#e91e63,1,1,0,10
pydantic-extra-types,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pycountry,#d500f9,#d500f9,#d500f9,3,3,0,-1
docrepr,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
playwright,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
panel,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
bokeh,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
xyzservices,#d500f9,#d500f9,#d500f9,3,3,0,-1
hvplot,#d500f9,#d500f9,#d500f9,3,3,0,-1
python-graphviz,#d500f9,#d500f9,#d500f9,3,3,0,-1
diskcache,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyinstrument,#d500f9,#d500f9,#d500f9,3,3,0,-1
param,#d500f9,#d500f9,#d500f9,3,3,0,-1
streamz,#d500f9,#d500f9,#d500f9,3,3,0,-1
holoviews,#d500f9,#d500f9,#d500f9,3,3,0,-1
nbsite,#d500f9,#d500f9,#d500f9,3,3,0,-1
ipympl,#d500f9,#d500f9,#d500f9,3,3,0,-1
jupyter-bokeh,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyvista,#d500f9,#d500f9,#d500f9,3,3,0,-1
ipywidgets-bokeh,#d500f9,#d500f9,#d500f9,3,3,0,-1
channels,#d500f9,#d500f9,#d500f9,3,3,0,-1
datashader,#d500f9,#d500f9,#d500f9,3,3,0,-1
ipyvuetify,#d500f9,#d500f9,#d500f9,3,3,0,-1
vtk,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyviz-comms,#d500f9,#d500f9,#d500f9,3,3,0,-1
croniter,#d500f9,#d500f9,#d500f9,3,3,0,-1
anywidget,#d500f9,#d500f9,#d500f9,3,3,0,-1
reacton,#d500f9,#d500f9,#d500f9,3,3,0,-1
pygraphviz,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-playwright,#d500f9,#d500f9,#d500f9,3,3,0,-1
django,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ipyvolume,#d500f9,#d500f9,#d500f9,3,3,0,-1
captum,#d500f9,#d500f9,#d500f9,3,3,0,-1
catalyst,#d500f9,#d500f9,#d500f9,3,3,0,-1
fastprogress,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytorch-lightning,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytorch-ignite,#d500f9,#d500f9,#d500f9,3,3,0,-1
ninja,#d500f9,#d500f9,#d500f9,3,3,0,-1
albumentations,#d500f9,#d500f9,#d500f9,3,3,0,-1
pydicom,#d500f9,#d500f9,#d500f9,3,3,0,-1
kornia,#d500f9,#d500f9,#d500f9,3,3,0,-1
neptune-client,#d500f9,#d500f9,#d500f9,3,3,0,-1
sphinx-argparse-cli,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pysocks,#74b9ff,#74b9ff,#ff4081,1,1,0,6
chardet,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
check-sdist,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pretend,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-randomly,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
oauthlib[signedtoken],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-apidoc,#d500f9,#d500f9,#d500f9,3,3,0,-1
ujson,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
redis,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
cattrs,#d500f9,#d500f9,#d500f9,3,3,0,-1
url-normalize,#d500f9,#d500f9,#d500f9,3,3,0,-1
bson,#d500f9,#d500f9,#d500f9,3,3,0,-1
prometheus-client,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
keyring,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jeepney,#d500f9,#d500f9,#d500f9,3,3,0,-1
secretstorage,#d500f9,#d500f9,#d500f9,3,3,0,-1
pywin32-ctypes,#d500f9,#d500f9,#d500f9,3,3,0,-1
shtab,#d500f9,#d500f9,#d500f9,3,3,0,-1
fugue,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
triad,#d500f9,#d500f9,#d500f9,3,3,0,-1
fugue-sql-antlr[cpp],#d500f9,#d500f9,#d500f9,3,3,0,-1
duckdb,#e91e63,#74b9ff,#e91e63,1,1,0,10
adagio,#d500f9,#d500f9,#d500f9,3,3,0,-1
ray[data],#d500f9,#d500f9,#d500f9,3,3,0,-1
"dask[dataframe,distributed]",#d500f9,#d500f9,#d500f9,3,3,0,-1
qpd,#d500f9,#d500f9,#d500f9,3,3,0,-1
fugue-sql-antlr,#d500f9,#d500f9,#d500f9,3,3,0,-1
sqlglot,#d500f9,#d500f9,#d500f9,3,3,0,-1
qpd[dask],#d500f9,#d500f9,#d500f9,3,3,0,-1
pmxbot,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
types-pytz,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
jaraco.collections,#d500f9,#d500f9,#d500f9,3,3,0,-1
types-python-dateutil,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
tempora,#d500f9,#d500f9,#d500f9,3,3,0,-1
slack-sdk,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jaraco.mongodb,#d500f9,#d500f9,#d500f9,3,3,0,-1
setuptools-scm,#d500f9,#d500f9,#d500f9,3,3,0,-1
jaraco.context,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cherrypy,#d500f9,#d500f9,#d500f9,3,3,0,-1
jaraco.itertools,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
inflect,#d500f9,#d500f9,#d500f9,3,3,0,-1
irc,#d500f9,#d500f9,#d500f9,3,3,0,-1
wordnik-py3,#d500f9,#d500f9,#d500f9,3,3,0,-1
jaraco.test,#d500f9,#d500f9,#d500f9,3,3,0,-1
moto[server],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorflow-aarch64,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorflow-cpu,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorflow-rocm,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
wolframalpha,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pytest-flake8,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
xmltodict,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
opentelemetry-api,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aiocontextvars,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cycler,#d500f9,#d500f9,#d500f9,3,3,0,-1
kiwisolver,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyparsing,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
contourpy,#d500f9,#d500f9,#d500f9,3,3,0,-1
fonttools,#d500f9,#d500f9,#d500f9,3,3,0,-1
pydantic-settings,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
email-validator,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
langkit,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
openai,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
whylogs,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sentence-transformers,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
textstat,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pyphen,#74b9ff,#74b9ff,#ff4081,1,1,0,6
mecab-python3,#d500f9,#d500f9,#d500f9,3,3,0,-1
portalocker,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
vowpal-wabbit-next,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
streamlit,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
blinker,#e91e63,#74b9ff,#e91e63,1,1,0,10
tzlocal,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
win32-setctime,#74b9ff,#74b9ff,#ff4081,1,1,0,6
sphinx-basic-ng,#d500f9,#d500f9,#d500f9,3,3,0,-1
polib,#d500f9,#d500f9,#d500f9,3,3,0,-1
jupyterlite-sphinx,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyterlite-core,#d500f9,#d500f9,#d500f9,3,3,0,-1
jupyterlite-xeus-python,#d500f9,#d500f9,#d500f9,3,3,0,-1
fastjsonschema,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pytest-cache,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
validictory,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pylint,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
capturer,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
update-checker,#74b9ff,#74b9ff,#ff4081,1,1,0,6
pytest-ignore-flaky,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jaraco-context,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sphinxcontrib-napoleon,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-pep8,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
openapi-core,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
falcon,#d500f9,#d500f9,#d500f9,3,3,0,-1
parse,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mxnet,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
branca,#d500f9,#d500f9,#d500f9,3,3,0,-1
momento-wire-types,#e91e63,#74b9ff,#e91e63,1,1,0,10
praw,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
rdflib,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
berkeleydb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
marshmallow,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
simplejson,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-issues,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
autodocsumm,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cloudpathlib,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
confection,#e91e63,#74b9ff,#e91e63,1,1,0,10
libdeeplake,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
tf2onnx,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
moto,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
autodoc-traits,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nbclient[test],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mwxml,#74b9ff,#74b9ff,#ff4081,1,1,0,6
mwcli,#74b9ff,#74b9ff,#ff4081,1,1,0,7
para,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sqlparams,#e91e63,#74b9ff,#e91e63,1,1,0,10
gssapi,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-towncrier,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
grpcio-testing,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pure-eval,#74b9ff,#74b9ff,#ff4081,1,1,0,6
grpcio-status,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pyproject_hooks,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
async-generator,#d500f9,#d500f9,#d500f9,3,3,0,-1
pluggy,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
genshi,#d500f9,#d500f9,#d500f9,3,3,0,-1
hiredis,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyqt5-sip,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyqt5-qt5,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytest-leaks,#d500f9,#d500f9,#d500f9,3,3,0,-1
pycryptodomex,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyppmd,#d500f9,#d500f9,#d500f9,3,3,0,-1
flake8-deprecated,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyzstd,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytest-profiling,#d500f9,#d500f9,#d500f9,3,3,0,-1
multivolumefile,#d500f9,#d500f9,#d500f9,3,3,0,-1
readme-renderer,#d500f9,#d500f9,#d500f9,3,3,0,-1
sphinx-a4doc,#d500f9,#d500f9,#d500f9,3,3,0,-1
inflate64,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytest-remotedata,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyannotate,#d500f9,#d500f9,#d500f9,3,3,0,-1
flake8-isort,#d500f9,#d500f9,#d500f9,3,3,0,-1
pybcj,#d500f9,#d500f9,#d500f9,3,3,0,-1
libarchive-c,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-py3doc-enhanced-theme,#d500f9,#d500f9,#d500f9,3,3,0,-1
google-cloud-bigquery-storage,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
proto-plus,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
fastavro,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
google-api-core[grpc],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mockupdb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
google-crc32c,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
google-api-core,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
google-cloud-core,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
google-resumable-media,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
colorlog,#d500f9,#d500f9,#d500f9,3,3,0,-1
gql[requests],#d500f9,#d500f9,#d500f9,3,3,0,-1
tokenizers,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
transformers[dev],#d500f9,#d500f9,#d500f9,3,3,0,-1
pytest-watcher,#74b9ff,#74b9ff,#ff4081,1,1,0,6
tokenizers[testing],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
setuptools_rust,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
typing-inspect,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
decord,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
natten,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorflow-text,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sigopt,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyctcdecode,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ftfy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
kenlm,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ipadic,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
keras-nlp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ray[tune],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
rjieba,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cookiecutter,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
onnxruntime,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
onnxconverter-common,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
torchaudio,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
timeout-decorator,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
fugashi,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flax,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
phonemizer,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
diffusers,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
unidic,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
unidic-lite,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
av,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
optax,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
theano,#d500f9,#d500f9,#d500f9,3,3,0,-1
bandit,#d500f9,#d500f9,#d500f9,3,3,0,-1
freezegun,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
python-crfsuite,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
twython,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
o365,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
stringcase,#74b9ff,#74b9ff,#ff4081,1,1,0,6
grpcio-gcp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
argon2-cffi,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
"argon2-cffi[tests,typing]",#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
matplotlib-inline,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
"nbconvert[docs,qtpdf,serve,test,webpdf]",#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyterlab-pygments,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pandocfilters,#74b9ff,#74b9ff,#ff4081,1,1,0,6
nbconvert[qtpng],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyqtwebengine,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
deprecated,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
livereload,#74b9ff,#74b9ff,#ff4081,1,1,0,6
lunr[languages],#d500f9,#d500f9,#d500f9,3,3,0,-1
pathspec,#e91e63,#74b9ff,#e91e63,1,1,0,10
pinecone-client,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
grpc-gateway-protoc-gen-openapiv2,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
loguru,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
python-arango,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
grpc-google-iam-v1,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
googleapis-common-protos[grpc],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ratelimiter,#74b9ff,#74b9ff,#ff4081,1,1,0,7
requests-mock,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
requests-futures,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
purl,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorboard-data-server,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
google-auth-oauthlib,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
tensorboard-plugin-wit,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
qtconsole,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
docarray,#e91e63,#74b9ff,#e91e63,1,1,0,10
types-pillow,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
hnswlib,#74b9ff,#E64A19,#74b9ff,1,1,7,-1
jina-hubble-sdk,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
qdrant-client,#e91e63,#74b9ff,#e91e63,1,1,0,10
smart-open[s3],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
trimesh[easy],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
google-cloud-documentai,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
graphql-core,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
jupyter-cache,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
click-log,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupytext,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nbdime,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nbdoc,#74b9ff,#74b9ff,#ff4081,1,1,0,6
sqlite-vss,#e91e63,#74b9ff,#e91e63,1,1,0,10
autodoc-pydantic,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
sphinxcontrib-mermaid,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
stack-data,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
executing,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
asttokens,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
typeguard,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
littleutils,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
backports-zoneinfo,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pdfminer-six,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
